"","Date","Open","High","Low","Close","Volume"
"171",2014-08-29,5.65,5.74,5.62,5.73,53552600
"172",2014-09-01,5.73,5.78,5.71,5.77,61565000
"173",2014-09-02,5.78,6.08,5.72,6.08,237457400
"174",2014-09-03,6.08,6.13,5.99,6.04,164123000
"175",2014-09-04,6.04,6.13,6.04,6.12,164231700
"176",2014-09-05,6.15,6.28,6.12,6.16,186056000
"177",2014-09-08,6.16,6.16,6.16,6.16,0
"178",2014-09-09,6.16,6.16,6.05,6.06,112323200
"179",2014-09-10,6.03,6.05,5.99,6.02,78561500
"180",2014-09-11,6.01,6.15,5.98,6.02,140581900
"181",2014-09-12,5.99,6.04,5.95,6.02,77791500
"182",2014-09-15,6.03,6.05,5.97,6.04,84687600
"183",2014-09-16,6.05,6.06,5.8,5.8,145521900
"184",2014-09-17,5.81,5.86,5.75,5.82,74451200
"185",2014-09-18,5.8,6.21,5.76,6.07,249647100
"186",2014-09-19,6.03,6.13,5.98,6.06,135728300
"187",2014-09-22,6.05,6.15,6.01,6.03,113490100
"188",2014-09-23,6.02,6.2,6.02,6.15,150860000
"189",2014-09-24,6.12,6.77,6.09,6.77,371974700
"190",2014-09-25,6.9,7.18,6.78,6.83,475266800
"191",2014-09-26,6.7,6.96,6.62,6.82,221619600
"192",2014-09-29,6.86,7.05,6.79,6.88,190149100
"193",2014-09-30,6.91,6.95,6.75,6.83,118162500
"194",2014-10-01,6.83,6.83,6.83,6.83,0
"195",2014-10-02,6.83,6.83,6.83,6.83,0
"196",2014-10-03,6.83,6.83,6.83,6.83,0
"197",2014-10-06,6.83,6.83,6.83,6.83,0
"198",2014-10-07,6.83,6.83,6.83,6.83,0
"199",2014-10-08,6.88,6.88,6.68,6.81,112029800
"200",2014-10-09,6.8,6.86,6.63,6.71,127631300
"201",2014-10-10,6.68,6.92,6.6,6.75,167186800
"202",2014-10-13,6.65,6.72,6.57,6.68,93189300
"203",2014-10-14,6.65,6.84,6.63,6.69,121036600
"204",2014-10-15,6.7,7.19,6.69,6.96,229320600
"205",2014-10-16,6.91,7.12,6.83,6.83,197085100
"206",2014-10-17,6.79,6.99,6.67,6.9,173014400
"207",2014-10-20,6.9,7.03,6.82,6.91,124329200
"208",2014-10-21,6.91,7.12,6.86,6.94,164547800
"209",2014-10-22,6.96,7.03,6.76,6.79,143612000
"210",2014-10-23,6.72,6.84,6.62,6.63,112605000
"211",2014-10-24,6.68,6.73,6.55,6.59,75033100
"212",2014-10-27,6.4,6.45,6.29,6.3,108166200
"213",2014-10-28,6.34,6.61,6.34,6.58,110683500
"214",2014-10-29,6.61,6.96,6.55,6.8,179936800
"215",2014-10-30,6.78,6.91,6.73,6.83,131850800
"216",2014-10-31,6.88,7.1,6.83,6.98,222549900
"217",2014-11-03,7.01,7.16,6.86,6.9,197083000
"218",2014-11-04,6.86,6.97,6.8,6.87,108598900
"219",2014-11-05,6.88,7.15,6.79,7,219064600
"220",2014-11-06,6.99,7.48,6.93,7.4,313917800
"221",2014-11-07,7.42,8.1,7.31,7.62,420327100
"222",2014-11-10,7.9,8.1,7.6,7.98,360336600
"223",2014-11-11,8.1,8.45,7.64,7.97,416203500
"224",2014-11-12,7.8,8.28,7.75,8.27,232697600
"225",2014-11-13,8.29,8.37,7.96,8.01,261695700
"226",2014-11-14,7.89,7.95,7.7,7.82,162008400
"227",2014-11-17,7.94,7.98,7.67,7.71,150286300
"228",2014-11-18,7.66,7.75,7.59,7.61,112068800
"229",2014-11-19,7.61,7.84,7.58,7.67,131585800
"230",2014-11-20,7.66,7.93,7.63,7.86,135115300
"231",2014-11-21,7.85,8.48,7.82,8.43,312735000
"232",2014-11-24,8.73,9.27,8.53,9.05,370242800
"233",2014-11-25,9.06,9.14,8.9,8.95,203204200
"234",2014-11-26,9.05,9.7,9.05,9.33,259343000
"235",2014-11-27,9.4,9.99,9.11,9.99,363419700
"236",2014-11-28,9.99,10.3,9.61,9.89,375317500
"237",2014-12-01,9.88,10.28,9.6,9.84,287289100
"238",2014-12-02,9.69,10.82,9.62,10.82,382644800
"239",2014-12-03,11,11.85,10.65,11.34,442330300
"240",2014-12-04,11.16,12.47,11.01,12.47,400323900
"241",2014-12-05,12.96,13.72,12.45,13.72,557464200
"242",2014-12-08,13.6,15.09,12.79,15.09,436838600
"243",2014-12-09,14.95,16.6,13.58,14.21,595057800
"244",2014-12-10,13.98,15,13.01,14.92,501902400
"245",2014-12-11,14.38,15.8,14.18,14.43,497561900
"246",2014-12-12,13.8,15.48,13.7,14.68,399262600
"247",2014-12-15,14.64,15.37,14.41,15.28,288154200
"248",2014-12-16,15.5,16.81,15.27,16.81,488631900
"249",2014-12-17,17.7,18.49,16.7,18.49,567249200
"250",2014-12-18,17.86,18.27,17.21,17.35,414162000
"251",2014-12-19,17.35,18.08,16.49,17.49,377711100
"252",2014-12-22,17,17.49,16.17,16.48,282558100
"253",2014-12-23,16.47,17.1,16.2,16.33,191912400
"254",2014-12-24,16.6,16.77,14.7,14.86,302758500
"255",2014-12-25,14.9,15.87,14.53,15.6,277711100
"256",2014-12-26,15.55,17.16,15.4,17.16,363629200
"257",2014-12-29,17.77,17.79,16.16,16.6,348420600
"258",2014-12-30,16.44,17.3,15.89,16.72,263338700
"259",2014-12-31,16.65,17.56,16.4,16.82,248448600
"260",2015-01-01,16.82,16.82,16.82,16.82,0
"261",2015-01-02,16.82,16.82,16.82,16.82,0
"262",2015-01-05,16.59,16.87,16.03,16.52,208060700
"263",2015-01-06,16.4,16.69,15.6,16.05,228298300
"264",2015-01-07,16.07,17.08,16.04,16.45,217549700
"265",2015-01-08,16.58,16.59,15.74,15.82,164169400
"266",2015-01-09,15.7,16.28,15.52,15.54,186475300
"267",2015-01-12,15.59,15.84,14.9,15.14,158364600
"268",2015-01-13,15,15.2,14.5,14.61,164197400
"269",2015-01-14,14.63,14.9,14.52,14.72,109206100
"270",2015-01-15,14.74,15.45,14.56,15.34,149731600
"271",2015-01-16,15.35,15.54,15.02,15.11,130765800
"272",2015-01-19,13.6,13.99,13.6,13.6,217339600
"273",2015-01-20,12.8,13.6,12.65,12.97,212984600
"274",2015-01-21,13.24,14.17,13.23,14,211486200
"275",2015-01-22,14.02,14.24,13.83,14.12,128368700
"276",2015-01-23,14.3,14.97,14.15,14.34,159863700
"277",2015-01-26,14.34,14.4,13.95,14.16,95407500
"278",2015-01-27,14.16,14.34,13.72,14.08,114568800
"279",2015-01-28,14,14.39,13.88,14.09,113639000
"280",2015-01-29,13.75,13.89,13.48,13.56,99054200
"281",2015-01-30,13.7,13.83,13.31,13.32,70413700
"282",2015-02-02,12.94,13.19,12.8,12.9,95576600
"283",2015-02-03,13.18,13.45,12.98,13.44,105678100
"284",2015-02-04,13.45,13.78,13.16,13.19,113872800
"285",2015-02-05,13.8,13.8,13.15,13.16,125551800
"286",2015-02-06,13.07,13.48,12.96,13.1,78332100
"287",2015-02-09,13.19,14.36,13.1,14.09,207838300
"288",2015-02-10,14.02,14.46,13.93,14.31,157378400
"289",2015-02-11,14.31,14.37,14.07,14.27,84664200
"290",2015-02-12,14.27,14.37,14.04,14.26,81246200
"291",2015-02-13,14.35,14.5,14.15,14.22,125383200
"292",2015-02-16,14.2,14.28,14.05,14.16,85919500
"293",2015-02-17,14.17,14.6,14.17,14.36,104368300
"294",2015-02-18,14.36,14.36,14.36,14.36,0
"295",2015-02-19,14.36,14.36,14.36,14.36,0
"296",2015-02-20,14.36,14.36,14.36,14.36,0
"297",2015-02-23,14.36,14.36,14.36,14.36,0
"298",2015-02-24,14.36,14.36,14.36,14.36,0
"299",2015-02-25,14.38,14.42,14.06,14.09,67847200
"300",2015-02-26,14.09,14.99,13.9,14.84,168988700
"301",2015-02-27,14.8,14.98,14.62,14.67,111855300
"302",2015-03-02,15,15.41,14.81,14.93,159318900
"303",2015-03-03,14.9,14.9,14.18,14.26,134194100
"304",2015-03-04,14.28,14.47,14.14,14.33,81849100
"305",2015-03-05,14.25,14.58,14.11,14.37,93511800
"306",2015-03-06,14.45,14.75,14.32,14.38,86779300
"307",2015-03-09,13.95,14.12,13.5,13.99,124590800
"308",2015-03-10,14,14.29,13.75,13.92,93458100
"309",2015-03-11,13.92,14.23,13.86,13.91,66832800
"310",2015-03-12,14.02,14.38,13.86,14.27,101638100
"311",2015-03-13,14.35,14.71,14.24,14.37,102213900
"312",2015-03-16,14.48,14.75,14.25,14.64,117999300
"313",2015-03-17,14.8,15.04,14.64,14.98,204189400
"314",2015-03-18,15.07,15.29,14.98,15.16,180421000
"315",2015-03-19,15.2,15.2,14.9,14.99,133935500
"316",2015-03-20,15,16.45,14.82,15.82,317336300
"317",2015-03-23,15.91,16.11,15.62,15.95,212987600
"318",2015-03-24,15.98,16.27,15.44,15.8,215331700
"319",2015-03-25,15.77,16.18,15.57,15.73,160057200
"320",2015-03-26,15.56,15.95,15.31,15.58,123141000
"321",2015-03-27,15.75,15.89,15.55,15.56,107772000
"322",2015-03-30,15.58,15.99,15.32,15.84,189762600
"323",2015-03-31,16.01,16.9,15.8,15.88,271318400
"324",2015-04-01,15.95,16.34,15.75,16.23,209463500
"325",2015-04-02,16.4,16.55,15.8,16.03,170737800
"326",2015-04-03,15.87,16.53,15.82,16.52,266393800
"327",2015-04-06,16.52,16.52,16.52,16.52,0
"328",2015-04-07,16.81,16.9,16.36,16.63,233742500
"329",2015-04-08,16.7,17.58,16.47,17.39,402451800
"330",2015-04-09,17.73,18.68,17.22,17.46,393500100
"331",2015-04-10,17.2,17.5,16.9,17.37,220890500
"332",2015-04-13,17.49,17.59,16.89,17.2,209398300
"333",2015-04-14,17.16,17.39,16.59,17.19,214242600
"334",2015-04-15,17.18,17.25,16.6,16.6,145352500
"335",2015-04-16,16.35,16.98,16.16,16.57,149932800
"336",2015-04-17,16.68,17,16.5,16.64,200263600
"337",2015-04-20,16.72,17.6,16.5,17.2,417360300
"338",2015-04-21,17.15,18.92,16.85,18.92,618870600
"339",2015-04-22,18.92,18.92,18.92,18.92,0
"340",2015-04-23,18.92,18.92,18.92,18.92,0
"341",2015-04-24,18.92,18.92,18.92,18.92,0
"342",2015-04-27,18.92,18.92,18.92,18.92,0
"343",2015-04-28,18.92,18.92,18.92,18.92,0
"344",2015-04-29,18.5,18.77,17.3,18.25,452292700
"345",2015-04-30,18.26,18.27,17.5,17.54,247986200
