"","Date","Open","High","Low","Close","Volume"
"363",2011-06-29,5.29,5.31,5.16,5.19,45927500
"364",2011-06-30,5.22,5.32,5.18,5.25,60292900
"365",2011-07-01,5.25,5.25,5.18,5.21,40113500
"366",2011-07-04,5.24,5.33,5.22,5.31,82261300
"367",2011-07-05,5.31,5.35,5.26,5.28,60106500
"368",2011-07-06,5.29,5.3,5.23,5.28,39054200
"369",2011-07-07,5.27,5.3,5.18,5.2,82613900
"370",2011-07-08,5.2,5.26,5.19,5.22,46249100
"371",2011-07-11,5.2,5.27,5.18,5.25,63124600
"372",2011-07-12,5.2,5.27,5.15,5.19,62095200
"373",2011-07-13,5.19,5.24,5.17,5.23,44869900
"374",2011-07-14,5.22,5.24,5.17,5.21,52222500
"375",2011-07-15,5.19,5.43,5.19,5.41,148529700
"376",2011-07-18,5.4,5.41,5.28,5.33,77574800
"377",2011-07-19,5.3,5.4,5.27,5.34,84862000
"378",2011-07-20,5.36,5.43,5.31,5.32,40377000
"379",2011-07-21,5.35,5.39,5.27,5.29,71944600
"380",2011-07-22,5.3,5.36,5.25,5.31,43125800
"381",2011-07-25,5.26,5.32,5.11,5.16,105131100
"382",2011-07-26,5.17,5.2,5.05,5.08,88030400
"383",2011-07-27,5.06,5.13,5.05,5.12,67382000
"384",2011-07-28,5.08,5.11,5.04,5.08,48739500
"385",2011-07-29,5.08,5.17,5.07,5.12,48556900
"386",2011-08-01,5.11,5.2,5.09,5.19,58637600
"387",2011-08-02,5.14,5.15,5.05,5.12,61789300
"388",2011-08-03,5.08,5.11,5.04,5.07,30063900
"389",2011-08-04,5.1,5.12,5.03,5.05,47469800
"390",2011-08-05,4.91,5.02,4.87,4.97,78625300
"391",2011-08-08,4.95,5,4.67,4.75,97151900
"392",2011-08-09,4.6,4.68,4.56,4.68,98876400
"393",2011-08-10,4.73,4.8,4.64,4.67,89266900
"394",2011-08-11,4.6,4.75,4.58,4.68,88855500
"395",2011-08-12,4.71,4.75,4.69,4.72,66196800
"396",2011-08-15,4.74,4.77,4.66,4.76,64012900
"397",2011-08-16,4.76,4.77,4.69,4.72,49549200
"398",2011-08-17,4.71,4.73,4.61,4.66,54046500
"399",2011-08-18,4.64,4.69,4.62,4.63,35850700
"400",2011-08-19,4.57,4.63,4.53,4.54,55793400
"401",2011-08-22,4.54,4.58,4.45,4.48,49016100
"402",2011-08-23,4.5,4.57,4.43,4.56,44230800
"403",2011-08-24,4.58,4.61,4.51,4.56,36597300
"404",2011-08-25,4.68,5.02,4.68,4.87,270864500
"405",2011-08-26,4.82,4.94,4.77,4.94,143178500
"406",2011-08-29,4.9,4.95,4.82,4.9,65735600
"407",2011-08-30,4.96,4.98,4.85,4.9,71818600
"408",2011-08-31,4.88,4.93,4.8,4.87,58230100
"409",2011-09-01,4.88,5.05,4.88,4.93,83709500
"410",2011-09-02,4.92,5.03,4.82,4.99,67988100
"411",2011-09-05,4.94,5,4.87,4.9,61638400
"412",2011-09-06,4.89,4.93,4.8,4.85,59448600
"413",2011-09-07,4.9,4.98,4.83,4.96,55331600
"414",2011-09-08,4.99,4.99,4.92,4.93,45226200
"415",2011-09-09,4.95,5.03,4.92,4.95,51071500
"416",2011-09-13,4.88,4.99,4.87,4.94,51930400
"417",2011-09-14,4.98,5.15,4.96,5.1,103926700
"418",2011-09-15,5.1,5.33,5.08,5.27,166745900
"419",2011-09-16,5.29,5.32,5.2,5.23,66527700
"420",2011-09-19,5.21,5.38,5.2,5.3,97294600
"421",2011-09-20,5.27,5.37,5.22,5.29,75545200
"422",2011-09-21,5.3,5.47,5.28,5.44,109907300
"423",2011-09-22,5.4,5.48,5.33,5.35,118626400
"424",2011-09-23,5.34,5.38,5.18,5.36,125413000
"425",2011-09-26,5.35,5.4,5.13,5.17,120810500
"426",2011-09-27,5.24,5.32,5.19,5.22,93329300
"427",2011-09-28,5.26,5.4,5.18,5.2,76642200
"428",2011-09-29,5.18,5.22,5.1,5.17,69175600
"429",2011-09-30,5.17,5.23,5.1,5.12,56049200
"430",2011-10-10,5.14,5.18,5.07,5.12,50081000
"431",2011-10-11,5.23,5.32,5.03,5.09,83948700
"432",2011-10-12,5.08,5.39,5.06,5.36,98673600
"433",2011-10-13,5.3,5.48,5.25,5.33,118199300
"434",2011-10-14,5.32,5.32,5.24,5.3,38331600
"435",2011-10-17,5.3,5.37,5.26,5.33,54527700
"436",2011-10-18,5.3,5.32,5.15,5.2,47072400
"437",2011-10-19,5.21,5.23,5.16,5.2,46945000
"438",2011-10-20,5.21,5.26,5.15,5.16,58139900
"439",2011-10-21,5.17,5.18,5.09,5.11,36765500
"440",2011-10-24,5.11,5.45,5.1,5.42,113737800
"441",2011-10-25,5.4,5.47,5.32,5.42,86648600
"442",2011-10-26,5.39,5.54,5.36,5.48,98453500
"443",2011-10-27,5.46,5.5,5.3,5.35,95326800
"444",2011-10-28,5.39,5.46,5.28,5.44,154804100
"445",2011-10-31,5.4,5.45,5.35,5.44,73285600
"446",2011-11-01,5.39,5.6,5.35,5.5,102327400
"447",2011-11-02,5.45,5.69,5.42,5.68,109596500
"448",2011-11-03,5.72,5.76,5.59,5.64,105119600
"449",2011-11-04,5.7,5.77,5.64,5.69,111055500
"450",2011-11-07,5.65,5.69,5.61,5.63,35628400
"451",2011-11-08,5.66,5.75,5.62,5.63,44331700
"452",2011-11-09,5.65,5.69,5.2,5.47,317291400
"453",2011-11-10,5.33,5.44,5.31,5.34,167957100
"454",2011-11-11,5.34,5.42,5.26,5.32,69732700
"455",2011-11-14,5.39,5.52,5.37,5.5,75723200
"456",2011-11-15,5.49,5.52,5.44,5.46,40327200
"457",2011-11-16,5.45,5.46,5.22,5.31,78299600
"458",2011-11-17,5.31,5.4,5.25,5.3,53987100
"459",2011-11-18,5.28,5.4,5.23,5.36,54725100
"460",2011-11-21,5.46,5.49,5.38,5.42,75977000
"461",2011-11-22,5.41,5.46,5.38,5.45,44229500
"462",2011-11-23,5.45,5.48,5.37,5.41,42014600
"463",2011-11-24,5.38,5.42,5.31,5.35,28133500
"464",2011-11-25,5.36,5.42,5.32,5.36,26549200
"465",2011-11-28,5.36,5.42,5.29,5.33,29944300
"466",2011-11-29,5.37,5.43,5.35,5.4,33819800
