time,rmb_hk,rmb_us,rmb_tw
4/20/2010,1.1353,0.14622,4.59351
4/21/2010,1.1352,0.14619,4.58446
4/22/2010,1.1349,0.1462,4.59137
4/23/2010,1.1351,0.14618,4.58645
4/24/2010,1.1351,0.14618,4.58645
4/25/2010,1.1351,0.14618,4.58645
4/26/2010,1.1353,0.1462,4.57808
4/27/2010,1.1355,0.14622,4.58241
4/28/2010,1.136,0.14622,4.60199
4/29/2010,1.1356,0.14621,4.58287
4/30/2010,1.1355,0.14622,4.58261
5/1/2010,1.1355,0.14622,4.58261
5/2/2010,1.1355,0.14622,4.58261
5/3/2010,1.1356,0.14622,4.59211
5/4/2010,1.1352,0.1462,4.59416
5/5/2010,1.1356,0.1462,4.6133
5/6/2010,1.1364,0.1462,4.63012
5/7/2010,1.1378,0.14621,4.63199
5/8/2010,1.138,0.14621,4.63199
5/9/2010,1.138,0.14621,4.63199
5/10/2010,1.1374,0.1462,4.60586
5/11/2010,1.1377,0.14616,4.62598
5/12/2010,1.1378,0.1462,4.63364
5/13/2010,1.1379,0.14618,4.63037
5/14/2010,1.138,0.1462,4.63583
5/15/2010,1.1387,0.1462,4.63583
5/16/2010,1.1387,0.1462,4.63583
5/17/2010,1.1403,0.14618,4.65934
5/18/2010,1.1397,0.14618,4.65669
5/19/2010,1.1408,0.14618,4.6847
5/20/2010,1.1408,0.14617,4.69435
5/21/2010,1.141,0.14617,4.70013
5/22/2010,1.1409,0.14617,4.70013
5/23/2010,1.1409,0.14617,4.70013
5/24/2010,1.1405,0.14616,4.69307
5/25/2010,1.1401,0.1461,4.71314
5/26/2010,1.1399,0.14615,4.71684
5/27/2010,1.1382,0.1461,4.6804
5/28/2010,1.1378,0.14609,4.67808
5/29/2010,1.1378,0.14609,4.67808
5/30/2010,1.1378,0.14609,4.67808
5/31/2010,1.1392,0.14617,4.67588
6/1/2010,1.1391,0.14612,4.72581
6/2/2010,1.1392,0.14613,4.70482
6/3/2010,1.1391,0.14616,4.71491
6/4/2010,1.139,0.14615,4.7145
6/5/2010,1.139,0.14615,4.7145
6/6/2010,1.139,0.14615,4.7145
6/7/2010,1.1404,0.1461,4.73724
6/8/2010,1.1408,0.14613,4.73375
6/9/2010,1.1405,0.14616,4.73779
6/10/2010,1.1388,0.14612,4.7334
6/11/2010,1.1388,0.14608,4.73516
6/12/2010,1.1382,0.14608,4.73516
6/13/2010,1.1382,0.14608,4.73516
6/14/2010,1.1383,0.14608,4.70463
6/15/2010,1.1384,0.14608,4.71222
6/16/2010,1.1383,0.14608,4.7077
6/17/2010,1.1384,0.14614,4.70962
6/18/2010,1.1386,0.14621,4.70422
6/19/2010,1.1386,0.14621,4.70415
6/20/2010,1.1386,0.14621,4.70415
6/21/2010,1.1416,0.14682,4.66246
6/22/2010,1.1397,0.14649,4.69956
6/23/2010,1.14,0.14651,4.69878
6/24/2010,1.1419,0.14679,4.70173
6/25/2010,1.1435,0.14698,4.71398
6/26/2010,1.1434,0.14698,4.71398
6/27/2010,1.1434,0.14698,4.71398
6/28/2010,1.1434,0.14686,4.70708
6/29/2010,1.1432,0.14683,4.73042
6/30/2010,1.1459,0.14717,4.75034
7/1/2010,1.1471,0.14718,4.7431
7/2/2010,1.1489,0.1474,4.75319
7/3/2010,1.1489,0.1474,4.75319
7/4/2010,1.1489,0.1474,4.75319
7/5/2010,1.1476,0.14731,4.74413
7/6/2010,1.1469,0.1472,4.74373
7/7/2010,1.1469,0.1472,4.73917
7/8/2010,1.1477,0.14728,4.72657
7/9/2010,1.1471,0.14734,4.72241
7/10/2010,1.145,0.14734,4.72241
7/11/2010,1.145,0.14734,4.72241
7/12/2010,1.1465,0.1474,4.73476
7/13/2010,1.1463,0.14737,4.74159
7/14/2010,1.1451,0.1473,4.73486
7/15/2010,1.1446,0.14725,4.73002
7/16/2010,1.1453,0.14731,4.7319
7/17/2010,1.1453,0.14731,4.7319
7/18/2010,1.1453,0.14731,4.7319
7/19/2010,1.1452,0.14725,4.73318
7/20/2010,1.1451,0.14724,4.73143
7/21/2010,1.1455,0.14728,4.74652
7/22/2010,1.1447,0.1472,4.73151
7/23/2010,1.1438,0.1472,4.73151
7/24/2010,1.1432,0.1472,4.73151
7/25/2010,1.1432,0.1472,4.73151
7/26/2010,1.1436,0.14722,4.72455
7/27/2010,1.144,0.14723,4.71445
7/28/2010,1.1439,0.14725,4.71661
7/29/2010,1.1442,0.14728,4.71015
7/30/2010,1.1442,0.14731,4.71231
7/31/2010,1.1444,0.14731,4.71231
8/1/2010,1.1444,0.14731,4.71231
8/2/2010,1.1442,0.14733,4.68141
8/3/2010,1.144,0.14735,4.68224
8/4/2010,1.1443,0.14737,4.69192
8/5/2010,1.1446,0.14738,4.68475
8/6/2010,1.1448,0.14745,4.67502
8/7/2010,1.1448,0.14745,4.67502
8/8/2010,1.1448,0.14745,4.67502
8/9/2010,1.145,0.14748,4.67163
8/10/2010,1.1444,0.14737,4.68293
8/11/2010,1.1442,0.14731,4.69419
8/12/2010,1.1427,0.14709,4.69935
8/13/2010,1.1416,0.14685,4.69029
8/14/2010,1.1416,0.14685,4.69029
8/15/2010,1.1416,0.14685,4.69029
8/16/2010,1.14,0.14664,4.68195
8/17/2010,1.1418,0.14694,4.69305
8/18/2010,1.1425,0.14698,4.68693
8/19/2010,1.1423,0.14698,4.69296
8/20/2010,1.1431,0.14698,4.6959
8/21/2010,1.143,0.14698,4.6959
8/22/2010,1.143,0.14698,4.6959
8/23/2010,1.1416,0.14679,4.68823
8/24/2010,1.1421,0.14683,4.70003
8/25/2010,1.1419,0.1468,4.70676
8/26/2010,1.1417,0.14679,4.70313
8/27/2010,1.1423,0.14681,4.70242
8/28/2010,1.1422,0.14681,4.70242
8/29/2010,1.1422,0.14681,4.70242
8/30/2010,1.1416,0.1467,4.6975
8/31/2010,1.1409,0.1466,4.69873
9/1/2010,1.1399,0.14653,4.69039
9/2/2010,1.1403,0.14664,4.69089
9/3/2010,1.1406,0.1467,4.68239
9/4/2010,1.1403,0.1467,4.68239
9/5/2010,1.1403,0.1467,4.68239
9/6/2010,1.1423,0.14704,4.68263
9/7/2010,1.1421,0.14698,4.70339
9/8/2010,1.1423,0.1469,4.69167
9/9/2010,1.1434,0.14713,4.69029
9/10/2010,1.1457,0.14746,4.68865
9/11/2010,1.1456,0.14746,4.68865
9/12/2010,1.1456,0.14746,4.68865
9/13/2010,1.1467,0.14761,4.68308
9/14/2010,1.1493,0.14793,4.68728
9/15/2010,1.1501,0.14804,4.70111
9/16/2010,1.153,0.1484,4.70965
9/17/2010,1.1527,0.14843,4.7018
9/18/2010,1.1527,0.14843,4.7018
9/19/2010,1.1527,0.14843,4.7018
9/20/2010,1.1546,0.14867,4.70772
9/21/2010,1.1555,0.14882,4.70355
9/22/2010,1.1554,0.14885,4.69249
9/23/2010,1.1553,0.14885,4.69993
9/24/2010,1.1551,0.14885,4.6718
9/25/2010,1.1549,0.14885,4.6718
9/26/2010,1.1549,0.14885,4.6718
9/27/2010,1.1573,0.14915,4.67858
9/28/2010,1.1575,0.14916,4.68603
9/29/2010,1.1581,0.14925,4.65978
9/30/2010,1.1579,0.14918,4.6545
10/1/2010,1.1578,0.14918,4.66912
10/2/2010,1.1578,0.14918,4.66912
10/3/2010,1.1578,0.14918,4.66912
10/4/2010,1.1579,0.14918,4.66032
10/5/2010,1.1574,0.14918,4.62422
10/6/2010,1.1573,0.14918,4.60572
10/7/2010,1.1573,0.14918,4.59856
10/8/2010,1.1609,0.14962,4.61666
10/9/2010,1.161,0.14962,4.61666
10/10/2010,1.161,0.14962,4.61666
10/11/2010,1.1616,0.14968,4.6196
10/12/2010,1.1609,0.14956,4.63605
10/13/2010,1.1624,0.14975,4.62053
10/14/2010,1.1647,0.15005,4.60424
10/15/2010,1.1665,0.1503,4.60899
10/16/2010,1.1662,0.1503,4.60899
10/17/2010,1.1662,0.1503,4.60899
10/18/2010,1.1658,0.15021,4.6247
10/19/2010,1.1655,0.15019,4.64698
10/20/2010,1.165,0.15003,4.62357
10/21/2010,1.1655,0.1501,4.61702
10/22/2010,1.1643,0.1499,4.62354
10/23/2010,1.1637,0.1499,4.62354
10/24/2010,1.1637,0.1499,4.62354
10/25/2010,1.1636,0.1499,4.56163
10/26/2010,1.1624,0.14981,4.59245
10/27/2010,1.1592,0.14937,4.59325
10/28/2010,1.1582,0.14925,4.57391
10/29/2010,1.1608,0.14962,4.57958
10/30/2010,1.16,0.14962,4.57958
10/31/2010,1.16,0.14962,4.57958
11/1/2010,1.1555,0.14902,4.54891
11/2/2010,1.1587,0.14945,4.55232
11/3/2010,1.159,0.14949,4.5466
11/4/2010,1.1617,0.14985,4.5273
11/5/2010,1.1628,0.14996,4.52784
11/6/2010,1.1625,0.14996,4.52784
11/7/2010,1.1625,0.14996,4.52784
11/8/2010,1.1587,0.14943,4.5174
11/9/2010,1.1648,0.15023,4.52789
11/10/2010,1.1663,0.15044,4.53808
11/11/2010,1.168,0.15064,4.54017
11/12/2010,1.1658,0.15036,4.54397
11/13/2010,1.1656,0.15036,4.54397
11/14/2010,1.1656,0.15036,4.54397
11/15/2010,1.1648,0.15021,4.54223
11/16/2010,1.1659,0.15035,4.54768
11/17/2010,1.1655,0.15025,4.57511
11/18/2010,1.1669,0.15044,4.5614
11/19/2010,1.1659,0.15032,4.55797
11/20/2010,1.1659,0.15032,4.55797
11/21/2010,1.1659,0.15032,4.55797
11/22/2010,1.1655,0.15026,4.56148
11/23/2010,1.1658,0.15022,4.58554
11/24/2010,1.164,0.15001,4.57345
11/25/2010,1.1646,0.15007,4.56121
11/26/2010,1.1627,0.14972,4.56036
11/27/2010,1.1627,0.14972,4.56036
11/28/2010,1.1627,0.14972,4.56036
11/29/2010,1.1633,0.14985,4.57406
11/30/2010,1.1629,0.14971,4.56286
12/1/2010,1.1636,0.14977,4.55233
12/2/2010,1.1646,0.14983,4.54849
12/3/2010,1.1636,0.14977,4.53301
12/4/2010,1.1629,0.14977,4.53301
12/5/2010,1.1629,0.14977,4.53301
12/6/2010,1.1658,0.15011,4.52686
12/7/2010,1.1663,0.1502,4.5226
12/8/2010,1.1643,0.14983,4.52242
12/9/2010,1.1654,0.14996,4.52784
12/10/2010,1.166,0.14995,4.5275
12/11/2010,1.166,0.14995,4.5275
12/12/2010,1.166,0.14995,4.5275
12/13/2010,1.1648,0.14974,4.49665
12/14/2010,1.1663,0.14998,4.48484
12/15/2010,1.1663,0.15001,4.4845
12/16/2010,1.1654,0.14984,4.47421
12/17/2010,1.1665,0.14995,4.48552
12/18/2010,1.1665,0.14995,4.48552
12/19/2010,1.1665,0.14995,4.48552
12/20/2010,1.1632,0.14953,4.47546
12/21/2010,1.1656,0.14989,4.48215
12/22/2010,1.1681,0.15018,4.48564
12/23/2010,1.1689,0.15023,4.48726
12/24/2010,1.1722,0.1506,4.45944
12/25/2010,1.1722,0.1506,4.45944
12/26/2010,1.1722,0.1506,4.45944
12/27/2010,1.1714,0.15051,4.43995
12/28/2010,1.1726,0.15066,4.44416
12/29/2010,1.1736,0.15076,4.43014
12/30/2010,1.1773,0.15121,4.40725
12/31/2010,1.1776,0.15144,4.41786
1/1/2011,1.1774,0.15144,4.41786
1/2/2011,1.1774,0.15144,4.41786
1/3/2011,1.1774,0.15144,4.40756
1/4/2011,1.1736,0.15101,4.40518
1/5/2011,1.1722,0.15079,4.39874
1/6/2011,1.1712,0.15062,4.40664
1/7/2011,1.171,0.15057,4.42076
1/8/2011,1.1704,0.15057,4.42076
1/9/2011,1.1704,0.15057,4.42076
1/10/2011,1.1695,0.15039,4.40499
1/11/2011,1.1729,0.15077,4.39935
1/12/2011,1.1754,0.15114,4.41689
1/13/2011,1.1754,0.15111,4.37865
1/14/2011,1.1784,0.15151,4.42502
1/15/2011,1.1781,0.15151,4.42502
1/16/2011,1.1781,0.15151,4.42502
1/17/2011,1.1772,0.15135,4.3946
1/18/2011,1.1792,0.1516,4.39041
1/19/2011,1.1795,0.15164,4.40172
1/20/2011,1.1795,0.15155,4.43239
1/21/2011,1.1806,0.1516,4.41081
1/22/2011,1.1812,0.1516,4.41081
1/23/2011,1.1812,0.1516,4.41081
1/24/2011,1.1827,0.15166,4.40618
1/25/2011,1.1816,0.15163,4.40138
1/26/2011,1.1812,0.15163,4.40659
1/27/2011,1.1816,0.15163,4.40381
1/28/2011,1.1806,0.15154,4.40656
1/29/2011,1.1811,0.15154,4.40656
1/30/2011,1.1811,0.15154,4.40656
1/31/2011,1.1786,0.15111,4.38763
2/1/2011,1.1805,0.15147,4.39672
2/2/2011,1.1795,0.15147,4.39672
2/3/2011,1.1797,0.15147,4.39672
2/4/2011,1.1794,0.15147,4.39672
2/5/2011,1.1795,0.15147,4.39672
2/6/2011,1.1795,0.15147,4.39672
2/7/2011,1.1791,0.15147,4.39793
2/8/2011,1.1791,0.15147,4.38399
2/9/2011,1.1791,0.1514,4.36429
2/10/2011,1.1802,0.15152,4.38667
2/11/2011,1.1801,0.1514,4.43847
2/12/2011,1.1806,0.1514,4.43847
2/13/2011,1.1806,0.1514,4.43847
2/14/2011,1.1794,0.15129,4.44196
2/15/2011,1.1809,0.15148,4.45779
2/16/2011,1.1815,0.15157,4.46049
2/17/2011,1.1805,0.15156,4.45879
2/18/2011,1.1825,0.15183,4.46427
2/19/2011,1.1822,0.15183,4.46427
2/20/2011,1.1822,0.15183,4.46427
2/21/2011,1.1833,0.15198,4.46071
2/22/2011,1.1822,0.15169,4.47999
2/23/2011,1.1832,0.15181,4.48994
2/24/2011,1.1827,0.15171,4.52175
2/25/2011,1.183,0.15179,4.51474
2/26/2011,1.1833,0.15179,4.51474
2/27/2011,1.1833,0.15179,4.51474
2/28/2011,1.1833,0.15187,4.51871
3/1/2011,1.1833,0.1519,4.48742
3/2/2011,1.1836,0.15185,4.50056
3/3/2011,1.1833,0.15187,4.48115
3/4/2011,1.1839,0.15194,4.46501
3/5/2011,1.1834,0.15194,4.46501
3/6/2011,1.1834,0.15194,4.46501
3/7/2011,1.1844,0.15206,4.46315
3/8/2011,1.1839,0.15196,4.47072
3/9/2011,1.1832,0.15185,4.45698
3/10/2011,1.183,0.15183,4.47597
3/11/2011,1.183,0.15181,4.48864
3/12/2011,1.1825,0.15181,4.48864
3/13/2011,1.1825,0.15181,4.48864
3/14/2011,1.1839,0.15191,4.47842
3/15/2011,1.1843,0.15186,4.48619
3/16/2011,1.1843,0.15187,4.48667
3/17/2011,1.1846,0.15181,4.48756
3/18/2011,1.1853,0.15192,4.49601
3/19/2011,1.1851,0.15192,4.49601
3/20/2011,1.1851,0.15192,4.49601
3/21/2011,1.1862,0.1521,4.49077
3/22/2011,1.1872,0.15224,4.49732
3/23/2011,1.1861,0.15215,4.50018
3/24/2011,1.1858,0.15209,4.48919
3/25/2011,1.1867,0.15221,4.48074
3/26/2011,1.1867,0.15221,4.48074
3/27/2011,1.1867,0.15221,4.48074
3/28/2011,1.1864,0.15207,4.48168
3/29/2011,1.1865,0.15212,4.48339
3/30/2011,1.1857,0.15223,4.48783
3/31/2011,1.1862,0.15243,4.48176
4/1/2011,1.1864,0.15242,4.45806
4/2/2011,1.1858,0.15242,4.45806
4/3/2011,1.1858,0.15242,4.45806
4/4/2011,1.1858,0.15242,4.45806
4/5/2011,1.1857,0.15242,4.46858
4/6/2011,1.186,0.15251,4.42818
4/7/2011,1.186,0.15254,4.41897
4/8/2011,1.1867,0.15271,4.41735
4/9/2011,1.1867,0.15271,4.41735
4/10/2011,1.1867,0.15271,4.41735
4/11/2011,1.1862,0.15264,4.41395
4/12/2011,1.1864,0.1526,4.43853
4/13/2011,1.1879,0.15276,4.43548
4/14/2011,1.1885,0.1528,4.44456
4/15/2011,1.1885,0.15281,4.43056
4/16/2011,1.1882,0.15281,4.43056
4/17/2011,1.1882,0.15281,4.43056
4/18/2011,1.1895,0.15287,4.44647
4/19/2011,1.1892,0.15283,4.44667
4/20/2011,1.1896,0.15295,4.43585
4/21/2011,1.1895,0.15307,4.42017
4/22/2011,1.1925,0.1534,4.4335
4/23/2011,1.1923,0.1534,4.4335
4/24/2011,1.1923,0.1534,4.4335
4/25/2011,1.1886,0.1529,4.42042
4/26/2011,1.1895,0.153,4.4463
4/27/2011,1.1915,0.15329,4.42401
4/28/2011,1.1933,0.15353,4.40286
4/29/2011,1.1949,0.15376,4.41086
4/30/2011,1.1945,0.15378,4.4112
5/1/2011,1.1945,0.15378,4.4112
5/2/2011,1.1945,0.15378,4.4112
5/3/2011,1.1935,0.15362,4.38892
5/4/2011,1.1945,0.1537,4.39149
5/5/2011,1.1949,0.15369,4.40006
5/6/2011,1.1947,0.15369,4.39745
5/7/2011,1.1947,0.15369,4.39745
5/8/2011,1.1947,0.15369,4.39745
5/9/2011,1.1949,0.15369,4.39745
5/10/2011,1.195,0.15374,4.39511
5/11/2011,1.195,0.15373,4.38217
5/12/2011,1.1942,0.1536,4.39229
5/13/2011,1.194,0.15361,4.39893
5/14/2011,1.1942,0.15361,4.39893
5/15/2011,1.1942,0.15361,4.39893
5/16/2011,1.1935,0.15341,4.41973
5/17/2011,1.1935,0.15345,4.42719
5/18/2011,1.1933,0.15346,4.42629
5/19/2011,1.1932,0.15346,4.42231
5/20/2011,1.1953,0.15375,4.43081
5/21/2011,1.1956,0.15375,4.43081
5/22/2011,1.1956,0.15375,4.43081
5/23/2011,1.193,0.1534,4.43596
5/24/2011,1.1947,0.15361,4.44347
5/25/2011,1.1959,0.15372,4.45039
5/26/2011,1.1967,0.15374,4.442
5/27/2011,1.197,0.1538,4.44125
5/28/2011,1.1973,0.1538,4.44125
5/29/2011,1.1973,0.1538,4.44125
5/30/2011,1.1979,0.15394,4.43765
5/31/2011,1.1986,0.15407,4.41337
6/1/2011,1.1986,0.15407,4.40336
6/2/2011,1.1982,0.15396,4.41766
6/3/2011,1.1982,0.15402,4.41463
6/4/2011,1.1982,0.15402,4.41463
6/5/2011,1.1982,0.15402,4.41463
6/6/2011,1.1982,0.15402,4.41078
6/7/2011,1.1985,0.15404,4.41621
6/8/2011,1.1993,0.15412,4.42491
6/9/2011,1.1993,0.15411,4.426
6/10/2011,1.1988,0.15401,4.42324
6/11/2011,1.1989,0.15397,4.42202
6/12/2011,1.1989,0.15397,4.42202
6/13/2011,1.1986,0.15398,4.4318
6/14/2011,1.1992,0.15407,4.43419
6/15/2011,1.1993,0.15401,4.43255
6/16/2011,1.2029,0.15424,4.44815
6/17/2011,1.2029,0.15428,4.44952
6/18/2011,1.2029,0.15428,4.44952
6/19/2011,1.2029,0.15428,4.44952
6/20/2011,1.2011,0.15408,4.4561
6/21/2011,1.2028,0.15441,4.47044
6/22/2011,1.2031,0.15445,4.45757
6/23/2011,1.2024,0.15434,4.45201
6/24/2011,1.2009,0.1542,4.45183
6/25/2011,1.2009,0.1542,4.45183
6/26/2011,1.2009,0.1542,4.45183
6/27/2011,1.2002,0.15411,4.45222
6/28/2011,1.2016,0.15431,4.46579
6/29/2011,1.2022,0.15447,4.47062
6/30/2011,1.2022,0.15447,4.46583
7/1/2011,1.2018,0.1544,4.45558
7/2/2011,1.2015,0.1544,4.45558
7/3/2011,1.2015,0.1544,4.45558
7/4/2011,1.2018,0.15445,4.45709
7/5/2011,1.2011,0.15434,4.4375
7/6/2011,1.2016,0.15437,4.44295
7/7/2011,1.2016,0.15439,4.45115
7/8/2011,1.2016,0.15442,4.45205
7/9/2011,1.2016,0.15442,4.45205
7/10/2011,1.2016,0.15442,4.45205
7/11/2011,1.2015,0.15436,4.448
7/12/2011,1.2024,0.15425,4.44756
7/13/2011,1.2024,0.15434,4.46219
7/14/2011,1.2044,0.15461,4.4636
7/15/2011,1.2035,0.15445,4.45047
7/16/2011,1.2037,0.15445,4.45047
7/17/2011,1.2038,0.15445,4.45047
7/18/2011,1.2032,0.15435,4.45945
7/19/2011,1.2039,0.15445,4.46777
7/20/2011,1.2045,0.15459,4.46619
7/21/2011,1.2064,0.1548,4.47207
7/22/2011,1.2066,0.15487,4.47275
7/23/2011,1.2064,0.15487,4.47275
7/24/2011,1.2064,0.15487,4.47275
7/25/2011,1.207,0.1549,4.47379
7/26/2011,1.2073,0.15499,4.46676
7/27/2011,1.207,0.15493,4.4655
7/28/2011,1.2074,0.15495,4.46619
7/29/2011,1.209,0.15511,4.46325
7/30/2011,1.2089,0.15511,4.46325
7/31/2011,1.2089,0.15511,4.46325
8/1/2011,1.209,0.15517,4.46498
8/2/2011,1.2086,0.15507,4.46221
8/3/2011,1.2096,0.15513,4.46394
8/4/2011,1.2092,0.15506,4.46173
8/5/2011,1.2098,0.15502,4.46083
8/8/2011,1.2108,0.15512,4.46359
8/9/2011,1.2124,0.15524,4.46706
8/10/2011,1.2136,0.15552,4.47505
8/11/2011,1.2177,0.15613,4.50898
8/12/2011,1.2183,0.15626,4.53192
8/13/2011,1.2179,0.15626,4.53192
8/14/2011,1.2179,0.15626,4.53192
8/15/2011,1.2174,0.15619,4.5262
8/16/2011,1.2192,0.15641,4.4819
8/17/2011,1.2182,0.15634,4.52904
8/18/2011,1.2179,0.15628,4.52734
8/19/2011,1.2182,0.15617,4.5244
8/20/2011,1.2176,0.15617,4.5244
8/21/2011,1.2176,0.15617,4.5244
8/22/2011,1.217,0.15604,4.49996
8/23/2011,1.2168,0.15604,4.52696
8/24/2011,1.2182,0.15626,4.53473
8/25/2011,1.2179,0.1562,4.53296
8/26/2011,1.2188,0.15629,4.53402
8/27/2011,1.2185,0.15629,4.53402
8/28/2011,1.2185,0.15629,4.53402
8/29/2011,1.2192,0.15643,4.52499
8/30/2011,1.2197,0.15646,4.54197
8/31/2011,1.2201,0.15652,4.5414
9/1/2011,1.2177,0.15642,4.52676
9/2/2011,1.2182,0.15642,4.52683
9/3/2011,1.2182,0.15642,4.52683
9/4/2011,1.2182,0.15642,4.52683
9/5/2011,1.2176,0.15632,4.54581
9/6/2011,1.2174,0.15622,4.54276
9/7/2011,1.2173,0.15618,4.54475
9/8/2011,1.2189,0.15636,4.55649
9/9/2011,1.218,0.15629,4.55435
9/10/2011,1.218,0.15629,4.55435
9/11/2011,1.218,0.15629,4.55435
9/12/2011,1.2191,0.15627,4.61744
9/13/2011,1.2173,0.156,4.56881
9/14/2011,1.2185,0.15608,4.6165
9/15/2011,1.2174,0.15617,4.6256
9/16/2011,1.218,0.15638,4.63211
9/17/2011,1.2186,0.15638,4.63211
9/18/2011,1.2186,0.15638,4.63211
9/19/2011,1.2182,0.15629,4.64943
9/20/2011,1.2191,0.15641,4.65285
9/21/2011,1.2185,0.15642,4.68348
9/22/2011,1.22,0.15634,4.7526
9/23/2011,1.2182,0.15625,4.75
9/24/2011,1.2192,0.15625,4.75
9/25/2011,1.2192,0.15625,4.75
9/26/2011,1.2167,0.15604,4.75618
9/27/2011,1.2161,0.15604,4.75462
9/28/2011,1.2177,0.15621,4.75982
9/29/2011,1.2158,0.15599,4.75314
9/30/2011,1.2183,0.15641,4.77829
10/1/2011,1.2176,0.15641,4.77829
